Time (ms), Data
19.970,2767
19.980,2676
19.990,2694
20.000,2570
20.010,2576
20.020,2513
20.030,2496
20.040,2486
20.050,2453
20.060,2419
20.070,2357
20.080,2378
20.090,2315
20.100,2315
20.110,2299
20.120,2276
20.130,2243
20.140,2214
20.150,2214
20.160,2199
20.170,2105
20.180,2161
20.190,2111
20.200,2157
20.210,2108
20.220,2117
20.230,2115
20.240,2122
20.250,2125
20.260,2139
20.270,2161
20.280,2132
20.290,2109
20.300,2170
20.310,2096
20.320,2160
20.330,2154
20.340,2128
20.350,2123
20.360,2167
20.370,2217
20.380,2215
20.390,2189
20.400,2192
20.410,2176
20.420,2169
20.430,2206
20.440,2181
20.450,2221
20.460,2202
20.470,2256
20.480,2303
20.490,2323
20.500,2419
20.510,2450
20.520,2490
20.530,2532
20.540,2559
20.550,2603
20.560,2641
20.570,2688
20.580,2682
20.590,2736
20.600,2681
20.610,2674
20.620,2690
20.630,2738
20.640,2702
20.650,2692
20.660,2664
20.670,2654
20.680,2627
20.690,2585
20.700,2525
20.710,2579
20.720,2557
20.730,2506
20.740,2450
20.750,2439
20.760,2373
20.770,2352
20.780,2317
20.790,2289
20.800,2274
20.810,2279
20.820,2282
20.830,2275
20.840,2282
20.850,2229
20.860,2180
20.870,2219
20.880,2157
20.890,2176
20.900,2107
20.910,2119
20.920,2117
20.930,2082
20.940,2073
20.950,2082
20.960,2059
20.970,2021
20.980,2041
20.990,2055
21.000,2080
21.010,2069
21.020,2105
21.030,2112
21.040,2135
21.050,2192
21.060,2154
21.070,2224
21.080,2245
21.090,2240
21.100,2246
21.110,2285
21.120,2304
21.130,2265
21.140,2355
21.150,2355
21.160,2361
21.170,2378
21.180,2403
21.190,2485
21.200,2449
21.210,2399
21.220,2499
21.230,2545
21.240,2588
21.250,2653
21.260,2643
21.270,2670
21.280,2678
21.290,2736
21.300,2770
21.310,2702
21.320,2715
21.330,2672
21.340,2642
21.350,2640
21.360,2671
21.370,2618
21.380,2588
21.390,2527
21.400,2507
21.410,2446
21.420,2384
21.430,2376
21.440,2309
21.450,2298
21.460,2266
21.470,2263
21.480,2195
21.490,2170
21.500,2155
21.510,2199
21.520,2214
21.530,2150
21.540,2159
21.550,2174
21.560,2131
21.570,2129
21.580,2104
21.590,2080
21.600,2128
21.610,2097
21.620,2142
21.630,2091
21.640,2077
21.650,2067
21.660,2053
21.670,2112
21.680,2082
21.690,2124
21.700,2154
21.710,2165
21.720,2193
21.730,2227
21.740,2270
21.750,2209
21.760,2275
21.770,2283
21.780,2386
21.790,2372
21.800,2454
21.810,2457
21.820,2479
21.830,2512
21.840,2539
21.850,2576
21.860,2598
21.870,2672
21.880,2673
21.890,2692
21.900,2679
21.910,2750
21.920,2771
21.930,2681
21.940,2771
21.950,2671
21.960,2683
21.970,2672
21.980,2610
21.990,2587
22.000,2544
22.010,2493
22.020,2436
22.030,2469
22.040,2433
22.050,2399
22.060,2339
22.070,2373
22.080,2310
22.090,2307
22.100,2229
22.110,2214
22.120,2185
22.130,2219
22.140,2140
22.150,2115
22.160,2160
22.170,2129
22.180,2134
22.190,2110
22.200,2129
22.210,2095
22.220,2120
22.230,2128
22.240,2110
22.250,2082
22.260,2089
22.270,2097
22.280,2083
22.290,2066
22.300,2080
22.310,2160
22.320,2134
22.330,2177
22.340,2134
22.350,2150
22.360,2189
22.370,2173
22.380,2219
22.390,2192
22.400,2259
22.410,2299
22.420,2359
22.430,2413
22.440,2510
22.450,2489
22.460,2539
22.470,2609
22.480,2624
22.490,2697
22.500,2704
22.510,2691
22.520,2722
22.530,2710
22.540,2720
22.550,2646
22.560,2715
22.570,2692
22.580,2705
22.590,2666
22.600,2624
22.610,2646
22.620,2685
22.630,2559
22.640,2598
22.650,2515
22.660,2449
22.670,2471
22.680,2427
22.690,2416
22.700,2365
22.710,2310
22.720,2320
22.730,2302
22.740,2256
22.750,2330
22.760,2235
22.770,2240
22.780,2162
22.790,2155
22.800,2160
22.810,2119
22.820,2109
22.830,2112
22.840,2104
22.850,2093
22.860,2129
22.870,2115
22.880,2091
22.890,2079
22.900,2110
22.910,2128
22.920,2066
22.930,2051
22.940,2071
22.950,2129
22.960,2127
22.970,2179
22.980,2182
22.990,2194
23.000,2203
23.010,2173
23.020,2167
23.030,2173
23.040,2183
23.050,2191
23.060,2268
23.070,2221
23.080,2352
23.090,2342
23.100,2341
23.110,2368
23.120,2357
23.130,2429
23.140,2484
23.150,2484
23.160,2506
23.170,2566
23.180,2586
23.190,2672
23.200,2709
23.210,2703
23.220,2641
23.230,2704
23.240,2658
23.250,2700
23.260,2748
23.270,2725
23.280,2676
23.290,2768
23.300,2658
23.310,2667
23.320,2646
23.330,2610
23.340,2575
23.350,2467
23.360,2455
23.370,2411
23.380,2385
23.390,2351
23.400,2242
23.410,2213
23.420,2240
23.430,2195
23.440,2140
23.450,2109
23.460,2096
23.470,2112
23.480,2107
23.490,2079
23.500,2097
23.510,2096
23.520,2101
23.530,2085
23.540,2071
23.550,2034
23.560,1984
23.570,2057
23.580,2071
23.590,2022
23.600,2044
23.610,2091
23.620,2145
23.630,2101
23.640,2117
23.650,2099
23.660,2130
23.670,2101
23.680,2087
23.690,2139
23.700,2251
23.710,2224
23.720,2322
23.730,2385
23.740,2453
23.750,2502
23.760,2513
23.770,2672
23.780,2764
23.790,2816
23.800,2855
23.810,2861
23.820,2871
23.830,2867
23.840,2818
23.850,2801
23.860,2791
23.870,2775
23.880,2719
23.890,2701
23.900,2633
23.910,2597
23.920,2574
23.930,2535
23.940,2487
23.950,2450
23.960,2331
23.970,2340
23.980,2334
23.990,2198
24.000,2231
24.010,2206
24.020,2126
24.030,2171
24.040,2112
24.050,2137
24.060,2113
24.070,2103
24.080,2106
24.090,2096
24.100,2118
24.110,2107
24.120,2106
24.130,2083
24.140,2026
24.150,2096
24.160,2087
24.170,2080
24.180,2086
24.190,2079
24.200,2064
24.210,2111
24.220,2122
24.230,2130
24.240,2127
24.250,2130
24.260,2125
24.270,2194
24.280,2227
24.290,2241
24.300,2225
24.310,2270
24.320,2269
24.330,2383
24.340,2395
24.350,2458
24.360,2511
24.370,2597
24.380,2611
24.390,2697
24.400,2811
24.410,2799
24.420,2899
24.430,2960
24.440,2970
24.450,2981
24.460,2867
24.470,2816
24.480,2709
24.490,2689
24.500,2674
24.510,2645
24.520,2602
24.530,2505
24.540,2445
24.550,2389
24.560,2391
24.570,2355
24.580,2359
24.590,2382
24.600,2309
24.610,2214
24.620,2197
24.630,2165
24.640,2111
24.650,2086
24.660,2084
24.670,2096
24.680,2110
24.690,2094
24.700,2087
24.710,2101
24.720,2085
24.730,2084
24.740,2128
24.750,2093
24.760,2097
24.770,2096
24.780,2109
24.790,2123
24.800,2109
24.810,2112
24.820,2100
24.830,2157
24.840,2125
24.850,2160
24.860,2170
24.870,2128
24.880,2147
24.890,2115
24.900,2192
24.910,2130
24.920,2136
24.930,2246
24.940,2333
24.950,2347
24.960,2333
24.970,2339
24.980,2441
24.990,2357
25.000,2495
25.010,2559
25.020,2629
25.030,2691
25.040,2819
25.050,2822
25.060,2848
25.070,2877
25.080,2874
25.090,2942
25.100,2998
25.110,2897
25.120,2832
25.130,2798
25.140,2667
25.150,2634
25.160,2575
25.170,2503
25.180,2415
25.190,2334
25.200,2325
25.210,2270
25.220,2223
25.230,2143
25.240,2224
25.250,2113
25.260,2095
25.270,2103
25.280,2106
25.290,2083
25.300,2073
25.310,2077
25.320,2122
25.330,2135
25.340,2090
25.350,2075
25.360,2131
25.370,2132
25.380,2074
25.390,2059
25.400,2035
25.410,1963
25.420,1985
25.430,2014
25.440,1951
25.450,2032
25.460,2054
25.470,2074
25.480,2072
25.490,2155
25.500,2140
25.510,2221
25.520,2273
25.530,2406
25.540,2490
25.550,2543
25.560,2611
25.570,2685
25.580,2716
25.590,2725
25.600,2854
25.610,2961
25.620,3019
25.630,3041
25.640,3030
25.650,2951
25.660,2862
25.670,2741
25.680,2689
25.690,2655
25.700,2645
25.710,2597
25.720,2451
25.730,2397
25.740,2345
25.750,2343
25.760,2345
25.770,2314
25.780,2307
25.790,2235
25.800,2213
25.810,2180
25.820,2110
25.830,2155
25.840,2159
25.850,2151
25.860,2135
25.870,2114
25.880,2109
25.890,2085
25.900,2067
25.910,2081
25.920,2096
25.930,2054
25.940,2058
25.950,2038
25.960,2012
25.970,2023
25.980,2076
25.990,2061
26.000,2106
26.010,2096
26.020,2148
26.030,2139
26.040,2179
26.050,2211
26.060,2245
26.070,2290
26.080,2256
26.090,2258
26.100,2299
26.110,2352
26.120,2429
26.130,2512
26.140,2577
26.150,2640
26.160,2654
26.170,2706
26.180,2752
26.190,2791
26.200,2907
26.210,2883
26.220,3035
26.230,2973
26.240,2947
26.250,2884
26.260,2807
26.270,2693
26.280,2638
26.290,2622
26.300,2495
26.310,2437
26.320,2426
26.330,2320
26.340,2322
26.350,2219
26.360,2161
26.370,2095
26.380,2081
26.390,2087
26.400,2095
26.410,2038
26.420,2022
26.430,2061
26.440,1984
26.450,2010
26.460,2045
26.470,2054
26.480,1968
26.490,2031
26.500,1989
26.510,1986
26.520,1993
26.530,1946
26.540,2011
26.550,2017
26.560,2043
26.570,2099
26.580,2086
26.590,2060
26.600,2127
26.610,2129
26.620,2158
26.630,2192
26.640,2241
26.650,2323
26.660,2375
26.670,2421
26.680,2481
26.690,2613
26.700,2679
26.710,2783
26.720,2850
26.730,2944
26.740,2998
26.750,3024
26.760,3038
26.770,3041
26.780,2985
26.790,2837
26.800,2773
26.810,2695
26.820,2612
26.830,2599
26.840,2416
26.850,2370
26.860,2351
26.870,2304
26.880,2319
26.890,2249
26.900,2247
26.910,2183
26.920,2171
26.930,2081
26.940,2103
26.950,2075
26.960,2068
26.970,2054
26.980,2011
26.990,2070
27.000,2033
27.010,2047
27.020,1984
27.030,2047
27.040,2039
27.050,2015
27.060,2011
27.070,2038
27.080,2077
27.090,2066
27.100,2171
27.110,2160
27.120,2193
27.130,2175
27.140,2128
27.150,2127
27.160,2150
27.170,2102
27.180,2176
27.190,2242
27.200,2288
27.210,2295
27.220,2338
27.230,2351
27.240,2394
27.250,2424
27.260,2505
27.270,2551
27.280,2690
27.290,2699
27.300,2815
27.310,2832
27.320,2934
27.330,2931
27.340,2931
27.350,2974
27.360,2759
27.370,2703
27.380,2635
27.390,2629
27.400,2651
27.410,2529
27.420,2541
27.430,2507
27.440,2496
27.450,2480
27.460,2427
27.470,2337
27.480,2288
27.490,2288
27.500,2186
27.510,2196
27.520,2167
27.530,2141
27.540,2090
27.550,2113
27.560,2084
27.570,2053
27.580,2093
27.590,2036
27.600,2058
27.610,2046
27.620,2062
27.630,2042
27.640,2099
27.650,2029
27.660,2105
27.670,2128
27.680,2075
27.690,2118
27.700,2126
27.710,2147
27.720,2162
27.730,2211
27.740,2185
27.750,2155
27.760,2155
27.770,2126
27.780,2201
27.790,2199
27.800,2178
27.810,2212
27.820,2290
27.830,2382
27.840,2343
27.850,2435
27.860,2465
27.870,2598
27.880,2624
27.890,2759
27.900,2806
27.910,2899
27.920,2880
27.930,2949
27.940,2871
27.950,2918
27.960,2827
27.970,2789
27.980,2759
27.990,2699
28.000,2638
28.010,2573
28.020,2519
28.030,2495
28.040,2476
28.050,2389
28.060,2399
28.070,2322
28.080,2284
28.090,2288
28.100,2236
28.110,2175
28.120,2192
28.130,2131
28.140,2146
28.150,2109
28.160,2122
28.170,2141
28.180,2078
28.190,2084
28.200,2089
28.210,2114
28.220,2075
28.230,2083
28.240,2102
28.250,2064
28.260,2065
28.270,2033
28.280,2034
28.290,2047
28.300,2093
28.310,2099
28.320,2086
28.330,2118
28.340,2131
28.350,2117
28.360,2139
28.370,2125
28.380,2167
28.390,2233
28.400,2253
28.410,2343
28.420,2406
28.430,2418
28.440,2496
28.450,2545
28.460,2603
28.470,2631
28.480,2711
28.490,2807
28.500,2896
28.510,2998
28.520,3140
28.530,3087
28.540,2966
28.550,2896
28.560,2715
28.570,2625
28.580,2662
28.590,2544
28.600,2487
28.610,2423
28.620,2431
28.630,2369
28.640,2289
28.650,2331
28.660,2278
28.670,2245
28.680,2166
28.690,2173
28.700,2160
28.710,2163
28.720,2103
28.730,2141
28.740,2056
28.750,2062
28.760,2066
28.770,2058
28.780,2059
28.790,2032
28.800,2022
28.810,2032
28.820,2023
28.830,2007
28.840,2059
28.850,2030
28.860,2006
28.870,2118
28.880,2091
28.890,2097
28.900,2106
28.910,2138
28.920,2118
28.930,2112
28.940,2157
28.950,2255
28.960,2285
28.970,2315
28.980,2338
28.990,2363
29.000,2476
29.010,2494
29.020,2550
29.030,2661
29.040,2651
29.050,2789
29.060,2880
29.070,2848
29.080,2932
29.090,3018
29.100,3085
29.110,3071
29.120,2942
29.130,2964
29.140,2848
29.150,2726
29.160,2567
29.170,2623
29.180,2445
29.190,2403
29.200,2354
29.210,2297
29.220,2249
29.230,2174
29.240,2174
29.250,2106
29.260,2083
29.270,2020
29.280,2057
29.290,2000
29.300,1973
29.310,1979
29.320,1959
29.330,1982
29.340,1979
29.350,2000
29.360,1973
29.370,1984
29.380,2000
29.390,1965
29.400,1975
29.410,2021
29.420,2026
29.430,2046
29.440,2070
29.450,2096
29.460,2144
29.470,2111
29.480,2093
29.490,2112
29.500,2121
29.510,2137
29.520,2219
29.530,2319
29.540,2307
29.550,2374
29.560,2415
29.570,2509
29.580,2650
29.590,2670
29.600,2864
29.610,2930
29.620,3056
29.630,3019
29.640,3031
29.650,3010
29.660,3030
29.670,2945
29.680,2797
29.690,2779
29.700,2747
29.710,2656
29.720,2586
29.730,2576
29.740,2511
29.750,2426
29.760,2432
29.770,2359
29.780,2342
29.790,2265
29.800,2219
29.810,2176
29.820,2117
29.830,2054
29.840,2038
29.850,2000
29.860,1949
29.870,1984
29.880,1969
29.890,2032
29.900,1999
29.910,1985
29.920,1984
29.930,2032
29.940,2030
29.950,2005
29.960,2047
29.970,2059
29.980,2033
29.990,2046
30.000,2071
30.010,2125
30.020,2167
30.030,2167
30.040,2101
30.050,2113
30.060,2075
30.070,2149
30.080,2141
30.090,2160
30.100,2247
30.110,2292
30.120,2299
30.130,2385
30.140,2465
30.150,2555
30.160,2657
30.170,2767
30.180,2799
30.190,2842
30.200,2885
30.210,3022
30.220,2950
30.230,2992
30.240,3000
30.250,2857
30.260,2796
30.270,2751
30.280,2661
30.290,2607
30.300,2519
30.310,2502
30.320,2434
30.330,2421
30.340,2337
30.350,2383
30.360,2293
30.370,2287
30.380,2202
30.390,2202
30.400,2143
30.410,2131
30.420,2117
30.430,2047
30.440,2043
30.450,2094
30.460,2062
30.470,2114
30.480,2107
30.490,2052
30.500,2096
30.510,2054
30.520,2081
30.530,2046
30.540,2090
30.550,2054
30.560,2097
30.570,2080
30.580,2128
30.590,2145
30.600,2113
30.610,2117
30.620,2153
30.630,2103
30.640,2166
30.650,2176
30.660,2203
30.670,2192
30.680,2237
30.690,2367
30.700,2425
30.710,2453
30.720,2549
30.730,2624
30.740,2695
30.750,2766
30.760,2880
30.770,2944
30.780,2951
30.790,2981
30.800,2929
30.810,2869
30.820,2791
30.830,2577
30.840,2613
30.850,2587
30.860,2576
30.870,2547
30.880,2470
30.890,2475
30.900,2374
30.910,2384
30.920,2320
30.930,2295
30.940,2263
30.950,2224
30.960,2150
30.970,2222
30.980,2182
30.990,2128
31.000,2128
31.010,2125
31.020,2121
31.030,2074
31.040,2115
31.050,2077
31.060,2075
31.070,2055
31.080,2069
31.090,2077
31.100,2065
31.110,2096
31.120,2095
31.130,2081
31.140,2128
31.150,2106
31.160,2098
31.170,2146
31.180,2146
31.190,2130
31.200,2164
31.210,2112
31.220,2175
31.230,2215
31.240,2245
31.250,2315
31.260,2374
31.270,2386
31.280,2485
31.290,2556
31.300,2642
31.310,2755
31.320,2846
31.330,2854
31.340,2938
31.350,2919
31.360,2992
31.370,2955
31.380,2911
31.390,2730
31.400,2671
31.410,2662
31.420,2704
31.430,2544
31.440,2534
31.450,2491
31.460,2433
31.470,2430
31.480,2379
31.490,2322
31.500,2271
31.510,2285
31.520,2198
31.530,2176
31.540,2141
31.550,2128
31.560,2161
31.570,2108
31.580,2063
31.590,2163
31.600,2118
31.610,2093
31.620,2091
31.630,2112
31.640,2099
31.650,2113
31.660,2086
31.670,2024
31.680,2045
31.690,2055
31.700,2054
31.710,2018
31.720,2110
31.730,2095
31.740,2113
31.750,2093
31.760,2130
31.770,2134
31.780,2183
31.790,2189
31.800,2155
31.810,2238
31.820,2282
31.830,2345
31.840,2400
31.850,2480
31.860,2497
31.870,2605
31.880,2663
31.890,2736
31.900,2777
31.910,2835
31.920,2879
31.930,2901
31.940,2867
31.950,2871
31.960,2795
31.970,2768
31.980,2672
31.990,2702
32.000,2656
32.010,2631
32.020,2513
32.030,2449
32.040,2448
32.050,2448
32.060,2368
32.070,2355
32.080,2288
32.090,2275
32.100,2243
32.110,2172
32.120,2130
32.130,2092
32.140,2054
32.150,2047
32.160,2114
32.170,2128
32.180,2107
32.190,2112
32.200,2087
32.210,2063
32.220,2063
32.230,2084
32.240,2011
32.250,1990
32.260,2038
32.270,2005
32.280,2032
32.290,2034
32.300,2059
32.310,2128
32.320,2109
32.330,2166
32.340,2182
32.350,2198
32.360,2148
32.370,2154
32.380,2237
32.390,2305
32.400,2320
32.410,2378
32.420,2431
32.430,2493
32.440,2487
32.450,2559
32.460,2637
32.470,2704
32.480,2793
32.490,2782
32.500,2849
32.510,2886
32.520,2900
32.530,2865
32.540,2832
32.550,2830
32.560,2815
32.570,2721
32.580,2677
32.590,2661
32.600,2608
32.610,2530
32.620,2453
32.630,2397
32.640,2362
32.650,2367
32.660,2307
32.670,2235
32.680,2288
32.690,2227
32.700,2250
32.710,2176
32.720,2205
32.730,2122
32.740,2173
32.750,2130
32.760,2080
32.770,2143
32.780,2096
32.790,2132
32.800,2047
32.810,2039
32.820,2032
32.830,2017
32.840,2039
32.850,2042
32.860,2064
32.870,2032
32.880,2126
32.890,2114
32.900,2121
32.910,2107
32.920,2124
32.930,2155
32.940,2111
32.950,2138
32.960,2210
32.970,2249
32.980,2250
32.990,2288
33.000,2330
33.010,2352
33.020,2420
33.030,2461
33.040,2509
33.050,2619
33.060,2686
33.070,2810
33.080,2885
33.090,2945
33.100,2989
33.110,2980
33.120,2911
33.130,2901
33.140,2822
33.150,2826
33.160,2684
33.170,2669
33.180,2604
33.190,2479
33.200,2465
33.210,2407
33.220,2403
33.230,2332
33.240,2323
33.250,2304
33.260,2256
33.270,2256
33.280,2171
33.290,2142
33.300,2109
33.310,2063
33.320,2080
33.330,2011
33.340,2016
33.350,2016
33.360,1990
33.370,2023
33.380,2045
33.390,1987
33.400,2057
33.410,2035
33.420,2074
33.430,2012
33.440,2006
33.450,2041
33.460,2080
33.470,2102
33.480,2131
33.490,2098
33.500,2105
33.510,2152
33.520,2193
33.530,2199
33.540,2224
33.550,2208
33.560,2285
33.570,2330
33.580,2370
33.590,2469
33.600,2551
33.610,2640
33.620,2771
33.630,2829
33.640,2915
33.650,2909
33.660,3024
33.670,2992
33.680,3005
33.690,2947
33.700,2874
33.710,2850
33.720,2771
33.730,2738
33.740,2594
33.750,2589
33.760,2491
33.770,2438
33.780,2374
33.790,2266
33.800,2275
33.810,2256
33.820,2192
33.830,2128
33.840,2157
33.850,2128
33.860,2047
33.870,2098
33.880,2019
33.890,2046
33.900,2035
33.910,2034
33.920,2043
33.930,2070
33.940,2062
33.950,2085
33.960,2064
33.970,2102
33.980,2044
33.990,2069
34.000,2069
34.010,2059
34.020,2001
34.030,2082
34.040,2129
34.050,2095
34.060,2123
34.070,2095
34.080,2127
34.090,2126
34.100,2099
34.110,2113
34.120,2176
34.130,2271
34.140,2402
34.150,2421
34.160,2510
34.170,2558
34.180,2575
34.190,2637
34.200,2806
34.210,2962
34.220,3106
34.230,3222
34.240,3273
34.250,3222
34.260,3141
34.270,3051
34.280,2848
34.290,2634
34.300,2607
34.310,2508
34.320,2430
34.330,2371
34.340,2272
34.350,2221
34.360,2177
34.370,2175
34.380,2177
34.390,2160
34.400,2181
34.410,2112
34.420,2131
34.430,2113
34.440,2135
34.450,2126
34.460,2059
34.470,2082
34.480,2085
34.490,2074
34.500,2112
34.510,2061
34.520,2096
34.530,2063
34.540,2065
34.550,2051
34.560,2064
34.570,2064
34.580,2085
34.590,2096
34.600,2142
34.610,2160
34.620,2137
34.630,2119
34.640,2110
34.650,2102
34.660,2112
34.670,2145
34.680,2256
34.690,2242
34.700,2315
34.710,2410
34.720,2434
34.730,2587
34.740,2625
34.750,2737
34.760,2800
34.770,2873
34.780,2993
34.790,3038
34.800,3088
34.810,3011
34.820,2990
34.830,2928
34.840,2861
34.850,2744
34.860,2639
34.870,2590
34.880,2538
34.890,2465
34.900,2463
34.910,2437
34.920,2352
34.930,2368
34.940,2224
34.950,2203
34.960,2155
34.970,2138
34.980,2126
34.990,2096
35.000,2130
35.010,2064
35.020,2034
35.030,2027
35.040,2043
35.050,2096
35.060,2085
35.070,2063
35.080,2057
35.090,2029
35.100,2045
35.110,2000
35.120,1984
35.130,1965
35.140,1939
35.150,1974
35.160,2073
35.170,2047
35.180,2098
35.190,2085
35.200,2119
35.210,2097
35.220,2100
35.230,2117
35.240,2163
35.250,2251
35.260,2226
35.270,2298
35.280,2352
35.290,2452
35.300,2532
35.310,2624
35.320,2735
35.330,2817
35.340,3006
35.350,3153
35.360,3203
35.370,3227
35.380,3191
35.390,3114
35.400,2845
35.410,2902
35.420,2783
35.430,2596
35.440,2583
35.450,2455
35.460,2403
35.470,2320
35.480,2318
35.490,2286
35.500,2247
35.510,2173
35.520,2193
35.530,2176
35.540,2160
35.550,2082
35.560,2065
35.570,2063
35.580,2059
35.590,2038
35.600,2061
35.610,2000
35.620,2058
35.630,2096
35.640,2023
35.650,2014
35.660,2047
35.670,2013
35.680,2064
35.690,2039
35.700,2065
35.710,2061
35.720,2092
35.730,2107
35.740,2064
35.750,2106
35.760,2106
35.770,2034
35.780,2085
35.790,2096
35.800,2113
35.810,2195
35.820,2317
35.830,2418
35.840,2512
35.850,2640
35.860,2731
35.870,2754
35.880,2848
35.890,2909
35.900,2966
35.910,3041
35.920,3086
35.930,3025
35.940,2942
35.950,2851
35.960,2713
35.970,2697
35.980,2625
35.990,2509
36.000,2515
36.010,2461
36.020,2439
36.030,2446
36.040,2369
36.050,2345
36.060,2347
36.070,2272
36.080,2241
36.090,2229
36.100,2159
36.110,2109
36.120,2127
36.130,2057
36.140,2118
36.150,2031
36.160,2063
36.170,2055
36.180,2060
36.190,2015
36.200,2031
36.210,2037
36.220,2033
36.230,2013
36.240,2017
36.250,2013
36.260,2032
36.270,2073
36.280,2077
36.290,2074
36.300,2113
36.310,2107
36.320,2081
36.330,2128
36.340,2172
36.350,2169
36.360,2192
36.370,2191
36.380,2203
36.390,2288
36.400,2378
36.410,2496
36.420,2583
36.430,2717
36.440,2784
36.450,2811
36.460,2912
36.470,2930
36.480,3038
36.490,3107
36.500,3082
36.510,3041
36.520,2928
36.530,2779
36.540,2605
36.550,2579
36.560,2480
36.570,2443
36.580,2393
36.590,2339
36.600,2351
36.610,2319
36.620,2259
36.630,2246
36.640,2191
36.650,2163
36.660,2157
36.670,2111
36.680,2097
36.690,2081
36.700,2057
36.710,2066
36.720,2028
36.730,2059
36.740,2019
36.750,2005
36.760,1968
36.770,2036
36.780,1988
36.790,1954
36.800,2020
36.810,1936
36.820,2026
36.830,2039
36.840,2021
36.850,2007
36.860,2081
36.870,2089
36.880,2096
36.890,2133
36.900,2178
36.910,2274
36.920,2359
36.930,2464
36.940,2595
36.950,2722
36.960,2774
36.970,2804
36.980,2850
36.990,2962
37.000,3031
37.010,3162
37.020,3115
37.030,2942
37.040,2838
37.050,2705
37.060,2529
37.070,2523
37.080,2550
37.090,2533
37.100,2446
37.110,2337
37.120,2317
37.130,2268
37.140,2209
37.150,2128
37.160,2133
37.170,2076
37.180,2031
37.190,2015
37.200,2055
37.210,2015
37.220,1967
37.230,1968
37.240,1931
37.250,1952
37.260,1931
37.270,1937
37.280,1926
37.290,1920
37.300,1911
37.310,1945
37.320,1947
37.330,1984
37.340,2028
37.350,2035
37.360,2055
37.370,2069
37.380,2043
37.390,2053
37.400,2082
37.410,2169
37.420,2277
37.430,2444
37.440,2526
37.450,2669
37.460,2777
37.470,2802
37.480,2900
37.490,3009
37.500,3041
37.510,3113
37.520,3151
37.530,3101
37.540,3037
37.550,2934
37.560,2815
37.570,2704
37.580,2653
37.590,2639
37.600,2572
37.610,2502
37.620,2449
37.630,2352
37.640,2283
37.650,2299
37.660,2188
37.670,2139
37.680,2080
37.690,2033
37.700,2018
37.710,2042
37.720,2014
37.730,1970
37.740,1969
37.750,1946
37.760,1937
37.770,1961
37.780,1984
37.790,1939
37.800,1991
37.810,1993
37.820,1997
37.830,1995
37.840,2044
37.850,2032
37.860,2021
37.870,2032
37.880,2026
37.890,2023
37.900,1986
37.910,2017
37.920,2101
37.930,2173
37.940,2320
37.950,2410
37.960,2486
37.970,2640
37.980,2709
37.990,2859
38.000,3056
38.010,3296
38.020,3285
38.030,3293
38.040,3162
38.050,3017
38.060,2881
38.070,2667
38.080,2719
38.090,2528
38.100,2455
38.110,2468
38.120,2397
38.130,2361
38.140,2319
38.150,2273
38.160,2219
38.170,2214
38.180,2192
38.190,2123
38.200,2141
38.210,2115
38.220,2047
38.230,1986
38.240,1983
38.250,1999
38.260,2000
38.270,2023
38.280,2046
38.290,2033
38.300,2014
38.310,2005
38.320,2035
38.330,2017
38.340,2021
38.350,2055
38.360,2032
38.370,2054
38.380,2083
38.390,2018
38.400,2037
38.410,2043
38.420,2028
38.430,2027
38.440,2097
38.450,2217
38.460,2301
38.470,2368
38.480,2401
38.490,2457
38.500,2575
38.510,2665
38.520,2770
38.530,2841
38.540,2966
38.550,3110
38.560,3100
38.570,3003
38.580,2917
38.590,2864
38.600,2795
38.610,2577
38.620,2579
38.630,2578
38.640,2547
38.650,2498
38.660,2470
38.670,2423
38.680,2371
38.690,2318
38.700,2315
38.710,2270
38.720,2160
38.730,2210
38.740,2181
38.750,2187
38.760,2098
38.770,2131
38.780,2097
38.790,2142
38.800,2085
38.810,2111
38.820,2085
38.830,2058
38.840,2059
38.850,2058
38.860,2009
38.870,1984
38.880,1973
38.890,1943
38.900,1993
38.910,2057
38.920,2080
38.930,2092
38.940,2083
38.950,2140
38.960,2197
38.970,2235
38.980,2231
38.990,2240
39.000,2352
39.010,2380
39.020,2413
39.030,2512
39.040,2645
39.050,2754
39.060,2765
39.070,2849
39.080,2966
39.090,3008
39.100,3038
39.110,3014
39.120,3024
39.130,2929
39.140,2841
39.150,2752
39.160,2646
39.170,2643
39.180,2583
39.190,2494
39.200,2349
39.210,2330
39.220,2277
39.230,2220
39.240,2153
39.250,2185
39.260,2155
39.270,2043
39.280,2054
39.290,2045
39.300,2030
39.310,2013
39.320,2001
39.330,1994
39.340,1996
39.350,1949
39.360,1975
39.370,1968
39.380,1930
39.390,1941
39.400,1979
39.410,1978
39.420,2003
39.430,2063
39.440,2103
39.450,2044
39.460,2064
39.470,2038
39.480,2061
39.490,2129
39.500,2130
39.510,2207
39.520,2343
39.530,2352
39.540,2438
39.550,2552
39.560,2621
39.570,2790
39.580,2884
39.590,2992
39.600,3086
39.610,3138
39.620,3156
39.630,3136
39.640,3033
39.650,2925
39.660,2846
39.670,2698
39.680,2704
39.690,2575
39.700,2460
39.710,2402
39.720,2318
39.730,2238
39.740,2202
39.750,2173
39.760,2128
39.770,2095
39.780,2127
39.790,2063
39.800,2086
39.810,2017
39.820,1995
39.830,2001
39.840,1984
39.850,1953
39.860,1959
39.870,1963
39.880,1936
39.890,1946
39.900,1936
39.910,1952
39.920,1998
39.930,2061
39.940,2096
